transcription,duration,up_votes,down_votes,age,gender,accent,transcription_original,transcription_clean,word_count,char_count,pitch_mean,energy_mean,zcr_mean,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
Eniştemdendi.,1.188,2,0,fifties,male_masculine,unknown,Eniştemdendi.,eniştemdendi,1,12,159.5504037459339,0.13599832,0.11932198660714285,-198.48912,101.66874,9.687249,47.675365,-23.746237,-12.166509,-28.25361,-6.255756,-30.488882,-7.052456,-15.979538,-2.633339,-17.4791
"Kendi kabahatiniz, beyim.",1.476,2,0,fifties,male_masculine,unknown,"Kendi kabahatiniz, beyim.",kendi kabahatiniz beyim,3,23,164.934244933201,0.108334996,0.12403453480113637,-212.55214,112.84765,24.572151,37.04522,-20.839867,-9.060373,-24.413164,-4.893545,-31.40531,-8.92343,-22.033007,0.6863074,-9.227134
Sizi tamamen kaybettik.,1.872,2,0,fifties,male_masculine,unknown,Sizi tamamen kaybettik.,sizi tamamen kaybettik,3,22,155.37129545018695,0.09694535,0.15280633223684212,-251.64876,89.00839,28.836311,24.310205,-30.103178,-1.1835654,-30.743471,-7.6432376,-23.690666,-6.9057164,-18.80804,2.0675945,-9.012052
Peki makamında başımı salladım.,2.196,2,0,fifties,male_masculine,unknown,Peki makamında başımı salladım.,peki makamında başımı salladım,4,30,166.19943888315362,0.10121889,0.11661783854166667,-240.5285,120.41451,42.018658,24.235773,-39.70723,-1.1464779,-11.644348,-12.531929,-37.97119,-8.542727,-19.774097,4.915036,-3.8501806
"Geceleri babasıyla beraber gelir, onun yanında diz çöküp oturarak bize bakardı.",5.184,2,0,fifties,male_masculine,unknown,"Geceleri babasıyla beraber gelir, onun yanında diz çöküp oturarak bize bakardı.",geceleri babasıyla beraber gelir onun yanında diz çöküp oturarak bize bakardı,11,77,179.64486913192255,0.10101186,0.1119354248046875,-245.38554,101.60711,25.937796,33.811474,-31.761114,-7.424965,-24.625744,-18.853851,-26.944752,-12.492828,-13.050507,-2.479127,-13.52905
"Karşımdaki hayale kollarımı uzatıyor, ellerini tekrar avuçlarıma alıp ısıtmak istiyordum.",5.688,2,0,fifties,male_masculine,unknown,"Karşımdaki hayale kollarımı uzatıyor, ellerini tekrar avuçlarıma alıp ısıtmak istiyordum.",karşımdaki hayale kollarımı uzatıyor ellerini tekrar avuçlarıma alıp ısıtmak istiyordum,10,87,182.3617551932188,0.112227075,0.12973854758522727,-229.31029,105.38862,24.351904,33.851097,-40.797653,-2.2672083,-22.976727,-14.970043,-32.91465,-10.57078,-15.962591,2.1087358,-11.110704
Kadın üç adım gitmeden beni yakalardı.,2.376,2,0,fifties,male_masculine,unknown,Kadın üç adım gitmeden beni yakalardı.,kadın üç adım gitmeden beni yakalardı,6,37,187.64776135680611,0.120779596,0.07377794053819445,-197.01357,114.70041,9.552761,32.30348,-30.75331,-2.3367813,-29.739868,-13.070452,-34.023506,-5.367879,-12.34053,-0.78787625,-18.521566
Sözüne devam etmesini bekliyordum.,2.196,2,0,fifties,male_masculine,unknown,Sözüne devam etmesini bekliyordum.,sözüne devam etmesini bekliyordum,4,33,172.54896201593527,0.10160184,0.08752071496212122,-234.65192,120.3365,8.997218,39.256046,-26.01093,-6.0378113,-25.065414,-13.326603,-19.796446,-18.333286,-21.520424,-0.46292865,-10.952658
"Onun da benden hoşlandığı, beni aradığı muhakkaktı.",3.492,2,0,fifties,male_masculine,unknown,"Onun da benden hoşlandığı, beni aradığı muhakkaktı.",onun da benden hoşlandığı beni aradığı muhakkaktı,7,49,175.1516058996382,0.12251291,0.08417603679906542,-222.2738,128.79935,24.805822,18.487757,-37.660217,7.159395,-23.419525,-14.006348,-27.631699,-5.7272983,-7.6771936,-6.0242,-12.265327
Onu asıl bu andan itibaren kaybetmiş olacaktım.,3.204,2,0,fifties,male_masculine,unknown,Onu asıl bu andan itibaren kaybetmiş olacaktım.,onu asıl bu andan itibaren kaybetmiş olacaktım,7,46,181.82425419662775,0.10260656,0.11323091172680412,-225.50626,125.09961,15.709598,29.213955,-45.76208,-4.691442,-20.732609,-10.324589,-34.740932,-7.908142,-13.623929,0.0403524,-12.15049
O beni çoktan unutmuş olacaktı.,2.196,2,0,fifties,male_masculine,unknown,O beni çoktan unutmuş olacaktı.,o beni çoktan unutmuş olacaktı,5,30,184.40401077110081,0.09830863,0.10578687263257576,-239.19878,113.956314,15.209923,31.204247,-42.192516,-8.07761,-13.856314,-14.2862215,-27.962717,-12.292228,-16.460321,-1.9223009,-9.9577055
Yazıyı baştan itibaren şöyle bir süzdüm.,2.772,2,0,fifties,male_masculine,unknown,Yazıyı baştan itibaren şöyle bir süzdüm.,yazıyı baştan itibaren şöyle bir süzdüm,6,39,186.06097521203557,0.114037134,0.12263901654411764,-222.67386,85.73319,18.45167,45.794094,-23.73937,-4.4002113,-23.39403,-19.093864,-29.328691,-6.0376883,-17.572012,-2.9082668,-12.95327
Benim masama yaklaştığını görünce büyük bir telaşa düştüm.,3.492,2,0,fifties,male_masculine,unknown,Benim masama yaklaştığını görünce büyük bir telaşa düştüm.,benim masama yaklaştığını görünce büyük bir telaşa düştüm,8,57,183.205739834465,0.11928136,0.1273683922313084,-206.34213,95.91491,8.452356,45.15872,-19.69874,-11.350553,-30.774961,-14.474297,-24.149551,-9.537612,-21.136126,-1.0932809,-13.87814
Müzelerdeki eski resim üstatları da artık bana sıkılmadan yaşamak imkânını veriyorlardı.,5.472,2,0,fifties,male_masculine,unknown,Müzelerdeki eski resim üstatları da artık bana sıkılmadan yaşamak imkânını veriyorlardı.,müzelerdeki eski resim üstatları da artık bana sıkılmadan yaşamak imknını veriyorlardı,11,86,170.27262062139397,0.10817859,0.1370307877218935,-221.80739,102.281136,30.8338,30.533169,-37.1008,-4.2426176,-23.624804,-15.264733,-35.74485,-8.843668,-12.304695,-0.8864152,-11.451494
Hademe beni evvela küçük bir odaya alıp bekletti.,3.276,2,0,fifties,male_masculine,unknown,Hademe beni evvela küçük bir odaya alıp bekletti.,hademe beni evvela küçük bir odaya alıp bekletti,8,48,188.69210905465755,0.11201905,0.09503113397277228,-235.05359,101.39934,14.023243,38.739124,-28.356342,-10.593017,-34.755642,-15.558443,-25.675028,-15.65037,-19.467129,1.2571156,-9.625385
Halinde daha ziyade yaklaşmama mâni olan bir şey vardı.,3.6,2,0,fifties,male_masculine,unknown,Halinde daha ziyade yaklaşmama mâni olan bir şey vardı.,halinde daha ziyade yaklaşmama mni olan bir şey vardı,9,53,180.96566938225035,0.13977757,0.09364790482954545,-205.95766,121.627205,21.418188,19.260025,-43.187473,-2.5554051,-30.289814,-11.954116,-28.883764,-8.690062,-15.845279,3.2854123,-13.058636
"Karşımdakinin sırtında, dirsekleri delinmiş, alacalı bulacalı, yünden örme bir kadın hırkası vardı.",6.804,2,1,fifties,male_masculine,unknown,"Karşımdakinin sırtında, dirsekleri delinmiş, alacalı bulacalı, yünden örme bir kadın hırkası vardı.",karşımdakinin sırtında dirsekleri delinmiş alacalı bulacalı yünden örme bir kadın hırkası vardı,12,95,186.200632929876,0.10737381,0.126416015625,-236.1397,94.549774,23.794294,33.369797,-31.06305,-7.1151857,-26.778778,-12.186816,-33.574585,-8.925203,-15.808589,-1.9025693,-14.982947
Hiçbir şey söyleyememiş.,1.872,2,0,fifties,male_masculine,unknown,Hiçbir şey söyleyememiş.,hiçbir şey söyleyememiş,3,23,157.38759308080097,0.104129665,0.2192896792763158,-225.51718,32.430695,14.149457,69.59201,-18.572489,-9.052489,-35.489807,-5.359495,-26.86799,-7.533531,-21.882177,2.6704502,-10.097726
"Yukarı katlardan birinde, karanlıktan bana seslendi.",3.384,2,0,fifties,male_masculine,unknown,"Yukarı katlardan birinde, karanlıktan bana seslendi.",yukarı katlardan birinde karanlıktan bana seslendi,6,50,187.78842627571336,0.13204966,0.11422494741586539,-200.13045,109.08505,26.883846,19.43961,-29.425438,0.028199123,-29.12909,-12.243575,-32.3891,-5.5519986,-9.511744,-0.586126,-15.615812
Kendi kendime.,1.188,2,0,fifties,male_masculine,unknown,Kendi kendime.,kendi kendime,2,13,161.4369131820114,0.07375415,0.11502511160714286,-261.10617,103.698235,15.017182,43.189964,-26.536652,-7.6695747,-31.182331,-9.170784,-16.168243,-2.50111,-24.78179,0.1324939,-8.368328
Onlara elimi salladım.,1.584,2,0,fifties,male_masculine,unknown,Onlara elimi salladım.,onlara elimi salladım,3,21,167.0438178753579,0.1361636,0.10789976728723404,-228.73174,120.086464,46.136448,20.693453,-46.181545,-5.517982,-15.238331,-19.729925,-34.57489,-5.0522747,-17.20637,0.17142616,-6.327472
On gün kadar sonra uzun bir mektup aldım.,2.988,2,0,fifties,male_masculine,unknown,On gün kadar sonra uzun bir mektup aldım.,on gün kadar sonra uzun bir mektup aldım,8,40,190.43939138102095,0.10319117,0.08239611950549451,-233.38673,127.57881,13.489067,26.54679,-45.522266,-10.1471615,-7.1560416,-15.667265,-30.613207,-14.080072,-11.963003,-0.019597149,-11.250772
"Göğsümün içi titreyerek, sözüme devam ettim.",2.88,2,0,fifties,male_masculine,unknown,"Göğsümün içi titreyerek, sözüme devam ettim.",göğsümün içi titreyerek sözüme devam ettim,6,42,181.20519051036646,0.12623677,0.11165549538352272,-210.99614,90.21338,12.388736,40.36813,-22.103096,-8.31991,-26.125366,-17.77749,-25.928669,-10.501403,-19.424837,-1.466663,-11.987283
Maria hakkındaki hükümlerim de aynı zaman mesafesinin tasfiye ve tetkikinden geçmiş bulunuyor.,6.3,2,0,fifties,male_masculine,unknown,Maria hakkındaki hükümlerim de aynı zaman mesafesinin tasfiye ve tetkikinden geçmiş bulunuyor.,maria hakkındaki hükümlerim de aynı zaman mesafesinin tasfiye ve tetkikinden geçmiş bulunuyor,12,93,175.57434719605322,0.09561918,0.13942191527061856,-232.05771,98.16932,19.752655,40.554874,-28.742949,-7.4346633,-29.376797,-4.2795944,-30.945936,-7.9433417,-19.069054,0.20423198,-10.461659
"O da gözlerini bana çevirmişti ve bunlarda hiçbir izah, hiçbir hayret yoktu.",5.292,2,0,fifties,male_masculine,unknown,"O da gözlerini bana çevirmişti ve bunlarda hiçbir izah, hiçbir hayret yoktu.",o da gözlerini bana çevirmişti ve bunlarda hiçbir izah hiçbir hayret yoktu,12,74,177.93793217159376,0.11212781,0.11744512078220859,-218.76482,94.179794,13.471936,42.91203,-28.995779,-6.510213,-25.661049,-16.714376,-26.386131,-8.765754,-14.703298,-2.6728187,-14.724838
O da iki basamak aşağı indi.,1.98,2,0,fifties,male_masculine,unknown,O da iki basamak aşağı indi.,o da iki basamak aşağı indi,6,27,172.91784869568014,0.10946762,0.12218424479166666,-218.3649,110.66092,17.018795,30.251408,-35.82864,-10.388619,-28.053919,-16.290627,-30.626957,-2.914532,-16.120407,-0.33177617,-12.029647
Dünkü hadise olmasaydı.,2.088,2,0,fifties,male_masculine,unknown,Dünkü hadise olmasaydı.,dünkü hadise olmasaydı,3,22,174.62900166514174,0.109182194,0.13967168898809523,-235.14555,106.632,26.613428,31.74517,-25.48165,-7.187176,-25.6316,-11.114197,-30.756401,-0.28956768,-19.80388,2.1597397,-13.54429
Ayrılmak için elini öptüm.,1.98,2,0,fifties,male_masculine,unknown,Ayrılmak için elini öptüm.,ayrılmak için elini öptüm,4,25,171.4305259848491,0.082611226,0.08839518229166667,-270.15472,117.133896,6.920588,53.37203,-33.00184,-11.06394,-14.548414,-8.588825,-28.24165,-10.937812,-16.33995,3.0315375,-10.523666
Hastanın halindeki ufak bir iyilik karısının bütün telaş ve heyecanlarını alıp götürmüştü.,5.796,2,0,fifties,male_masculine,unknown,Hastanın halindeki ufak bir iyilik karısının bütün telaş ve heyecanlarını alıp götürmüştü.,hastanın halindeki ufak bir iyilik karısının bütün telaş ve heyecanlarını alıp götürmüştü,12,89,184.90894517921402,0.11989888,0.12749323498603352,-195.94426,100.36883,10.868838,43.13757,-35.400116,-7.0938816,-22.22645,-11.341398,-34.517986,-7.013042,-17.338057,0.0043866886,-11.754432
Siz ne bilirsiniz sanki?,1.692,2,0,fifties,male_masculine,unknown,Siz ne bilirsiniz sanki?,siz ne bilirsiniz sanki,4,23,179.29876808696014,0.121480934,0.2520775888480392,-199.59901,52.443436,49.88337,39.37535,-24.98227,-4.049818,-35.585255,0.31669074,-30.90003,-5.0156107,-25.704414,2.9489477,-14.41777
Fakat yapılacak hiçbir şey yoktu.,2.196,2,0,fifties,male_masculine,unknown,Fakat yapılacak hiçbir şey yoktu.,fakat yapılacak hiçbir şey yoktu,5,32,179.58675906836714,0.13106336,0.14311819365530304,-190.23172,91.45892,5.47518,42.460876,-30.841764,-3.9829688,-29.333134,-15.917802,-30.475708,-10.1957245,-20.590517,1.3818042,-14.02449
Başımı kaldırıp baktım.,1.584,2,0,fifties,male_masculine,unknown,Başımı kaldırıp baktım.,başımı kaldırıp baktım,3,22,180.15831225110034,0.10302903,0.0909657579787234,-239.25063,131.79257,18.562164,19.893625,-34.174664,1.1753325,-16.961521,-9.617239,-34.1442,-10.842952,-9.57423,0.59597,-10.580747
Maria gözlerini bana dikmişti.,2.088,2,0,fifties,male_masculine,unknown,Maria gözlerini bana dikmişti.,maria gözlerini bana dikmişti,4,29,171.3718502223083,0.115553625,0.09416852678571429,-213.33276,102.98293,0.870464,50.972298,-26.151909,-10.17147,-24.513424,-12.612816,-24.21474,-14.760677,-16.613415,-1.3192606,-12.106577
Garsonu çağırmak için etrafıma bakındım.,2.7,2,0,fifties,male_masculine,unknown,Garsonu çağırmak için etrafıma bakındım.,garsonu çağırmak için etrafıma bakındım,5,39,183.8435359219016,0.09780024,0.11001810213414634,-213.41295,107.62116,13.294752,29.952574,-43.004253,-0.35295153,-17.366003,-11.0476055,-35.654125,-9.281777,-10.829893,1.5237784,-11.082456
Galiba albümin çokmuş.,1.98,2,0,fifties,male_masculine,unknown,Galiba albümin çokmuş.,galiba albümin çokmuş,3,21,202.43321482161443,0.10818796,0.13133138020833332,-235.52292,103.903465,-10.515138,28.72578,-39.2178,0.33911353,-29.874784,-10.462505,-23.168377,-11.079012,-11.616214,-0.8396123,-11.0594425
Onu bu fikirden vazgeçirmenin mümkün olmayacağını anladım.,3.672,2,0,fifties,male_masculine,unknown,Onu bu fikirden vazgeçirmenin mümkün olmayacağını anladım.,onu bu fikirden vazgeçirmenin mümkün olmayacağını anladım,7,57,181.26705421151823,0.10296451,0.08384610066371681,-237.37704,126.42101,15.856585,31.831385,-36.537205,-8.909479,-14.978558,-16.298727,-27.22303,-14.208203,-15.289189,0.45281067,-11.299105
Soyunurken ceketimin cebinden yere bir gazete düştü.,3.384,2,0,fifties,male_masculine,unknown,Soyunurken ceketimin cebinden yere bir gazete düştü.,soyunurken ceketimin cebinden yere bir gazete düştü,7,51,179.1116719713463,0.11166583,0.1123516376201923,-205.55835,92.5723,7.370803,55.366737,-25.862755,-10.027572,-30.812725,-12.006728,-25.867239,-8.344966,-24.955854,-4.7022467,-8.633416
"Şimdi anlıyor musunuz, sizi neden sevmiyorum.",3.096,2,0,fifties,male_masculine,unknown,"Şimdi anlıyor musunuz, sizi neden sevmiyorum.",şimdi anlıyor musunuz sizi neden sevmiyorum,6,43,157.73339036017347,0.09129496,0.15989652593085107,-241.19507,90.66371,18.40453,27.059074,-29.371552,0.8237921,-22.029297,-13.295804,-26.8817,-6.583392,-17.47501,3.4401965,-10.132151
Benim şaşkınlığımı görünce sordu.,2.304,2,0,fifties,male_masculine,unknown,Benim şaşkınlığımı görünce sordu.,benim şaşkınlığımı görünce sordu,4,32,193.81846048148236,0.12417055,0.11565189085144928,-200.40181,98.014915,-0.9531148,43.773712,-34.318264,-4.9230742,-20.262548,-16.623144,-34.687874,-11.995916,-19.399137,-2.5360558,-16.843431
Sırtımı okşadı.,1.296,2,1,fifties,male_masculine,unknown,Sırtımı okşadı.,sırtımı okşadı,2,14,160.29447435704296,0.09686966,0.1913548519736842,-225.60625,92.143295,13.096792,15.793168,-40.538517,0.8443424,-18.02191,-18.498827,-33.849747,2.349554,-16.380463,-3.9247565,-12.704812
"Düşünebilir misin, güzel bir kızın bir kolu olmazsa bu ne demektir?",4.176,2,0,fifties,male_masculine,unknown,"Düşünebilir misin, güzel bir kızın bir kolu olmazsa bu ne demektir?",düşünebilir misin güzel bir kızın bir kolu olmazsa bu ne demektir,11,65,179.72274284763932,0.12061774,0.14518607679263565,-213.99539,101.32034,24.904524,26.494064,-41.311554,0.9032957,-23.815157,-14.091055,-24.097202,-13.117391,-16.745958,-0.6244092,-11.747649
Bulunduğum yerin neresi olduğunu hatırladım.,2.7,2,0,fifties,male_masculine,unknown,Bulunduğum yerin neresi olduğunu hatırladım.,bulunduğum yerin neresi olduğunu hatırladım,5,43,169.0018289812911,0.14545113,0.08019721798780488,-209.60483,132.5994,25.209282,30.738997,-51.63878,-5.2863164,0.070065714,-19.494577,-34.96172,-9.126205,-18.754974,-2.5031362,-5.380043
Günlerce aynı odada karşı karşıya oturduğumuz halde hemen hemen hiçbir şey konuşmadık.,5.4,2,0,fifties,male_masculine,unknown,Günlerce aynı odada karşı karşıya oturduğumuz halde hemen hemen hiçbir şey konuşmadık.,günlerce aynı odada karşı karşıya oturduğumuz halde hemen hemen hiçbir şey konuşmadık,12,85,185.52835424048084,0.11686439,0.13337431758283133,-200.174,109.677284,10.374308,25.926922,-44.177982,3.1644187,-28.724716,-14.376228,-29.500568,-10.693463,-12.753095,-0.11324393,-8.840944
"Birçok şeylerin zannettiğimden daha ehemmiyetsiz, basit olduğunu görüp kendi heyecanımdan utanırım.",6.696,2,0,fifties,male_masculine,unknown,"Birçok şeylerin zannettiğimden daha ehemmiyetsiz, basit olduğunu görüp kendi heyecanımdan utanırım.",birçok şeylerin zannettiğimden daha ehemmiyetsiz basit olduğunu görüp kendi heyecanımdan utanırım,11,97,190.63478534039635,0.115544066,0.12584210824275363,-221.1773,101.94905,27.933008,29.1727,-40.470264,-1.9574347,-22.617855,-13.190891,-31.29513,-9.770798,-14.997714,-0.11178102,-9.213204
Bunun böyle olmaması lazımdı.,2.088,2,0,fifties,male_masculine,unknown,Bunun böyle olmaması lazımdı.,bunun böyle olmaması lazımdı,4,28,171.1068464300964,0.1239343,0.09985739087301587,-246.695,134.40158,29.756092,13.404779,-52.216736,-2.2520757,0.34930763,-22.29012,-29.555712,-15.300515,-7.4895062,1.7266787,-15.379815
Bir yerde düşüp kalmış olmasın diye gidip bütün tuvaletleri gezdim.,4.176,2,0,fifties,male_masculine,unknown,Bir yerde düşüp kalmış olmasın diye gidip bütün tuvaletleri gezdim.,bir yerde düşüp kalmış olmasın diye gidip bütün tuvaletleri gezdim,10,66,182.34347387546694,0.111834906,0.11813756661821706,-220.80536,97.75111,27.354692,37.48047,-38.698822,-0.68812346,-25.165123,-10.968935,-29.944983,-11.854719,-17.192144,-1.874393,-10.261598
"Ve biz titrediğimizi, bağırmak, konuşmak, yahut yerlere atılıp ağlamak istediğimizi hissederdik.",7.2,2,0,fifties,male_masculine,unknown,"Ve biz titrediğimizi, bağırmak, konuşmak, yahut yerlere atılıp ağlamak istediğimizi hissederdik.",ve biz titrediğimizi bağırmak konuşmak yahut yerlere atılıp ağlamak istediğimizi hissederdik,11,92,176.83388570408692,0.09979268,0.17710312851914414,-244.6499,83.47087,34.988102,24.06247,-45.69782,-1.9797953,-24.162264,-7.605434,-30.193388,-10.911636,-12.593067,-1.2968699,-7.077734
Gerçi biraz evvel bahsettiğim o manasız nahvet sizde yok.,3.996,2,0,fifties,male_masculine,unknown,Gerçi biraz evvel bahsettiğim o manasız nahvet sizde yok.,gerçi biraz evvel bahsettiğim o manasız nahvet sizde yok,9,56,178.389468797228,0.11347765,0.14072505763319673,-220.35144,100.35679,27.980724,11.323618,-44.690845,-1.9973985,-26.250391,-14.706817,-31.344019,-5.27639,-14.062129,3.466654,-12.685045
